,有價證券代號及名稱
1264,030227　崇越凱基3A購02
1265,030228　崇越凱基3A購03
1266,030229　聯茂凱基3A購05
1267,03022P　臺股指群益3C售28
1268,03022X　富展01
1269,030230　樺漢凱基3B購03
1270,030231　達發凱基3A購03
1271,030232　世紀鋼凱基3A購07
1272,030233　臺股指凱基3A購68
1273,030234　臺股指凱基3A購69
1274,030235　臺股指凱基3A購70
1275,030236　臺股指凱基3C購22
1276,030237　臺股指凱基3C購23
1277,030238　臺股指凱基41購18
1278,030239　臺股指凱基41購19
1279,03023P　臺股指群益3C售29
1280,030240　勤美國票3B購01
1281,030241　中宇國票3B購01
1282,030242　華榮國票3B購02
1283,030243　合機國票42購01
1284,030244　三陽國票3B購01
1285,030245　長榮鋼國票44購01
1286,030246　楠梓電國票3B購02
1287,030247　鴻海國票3B購03
1288,030248　精英國票3B購01
1289,030249　大同國票3C購03
1290,03024P　臺股指群益3C售30
1291,030250　台光電國票3B購01
1292,030251　威盛國票42購01
1293,030252　飛宏國票3A購02
1294,030253　冠德國票3B購01
1295,030254　漢翔國票3B購03
1296,030255　台新金國票3A購01
1297,030256　華立國票3A購02
1298,030257　富華新國票3B購02
1299,030258　緯創國票3B購01
1300,030259　京鼎國票3B購01
1301,03025P　臺股指群益3C售31
1302,030260　崇越國票3C購01
1303,030261　成霖國票3B購01
1304,030262　上証2X群益3A購02
1305,030263　中宇群益42購01
1306,030264　華新群益42購01
1307,030265　大亞群益44購02
1308,030266　宏泰群益3C購01
1309,030267　大山群益43購01
1310,030268　合機群益44購01
1311,030269　合機群益44購02
1312,03026P　臺股指群益3C售32
1313,03026X　元展23
1314,030270　長榮鋼群益3C購01
1315,030271　鴻海群益3B購12
1316,030272　鴻海群益3B購13
1317,030273　台積電群益44購02
1318,030274　台積電群益44購03
1319,030275　台積電群益44購04
1320,030276　精英群益3A購02
1321,030277　海悅群益43購01
1322,030278　大同群益3B購02
1323,030279　大同群益44購01
1324,03027P　電子類群益3C售10
1325,03027X　元展24
1326,030280　威盛群益3A購02
1327,030281　南亞科群益44購01
1328,030282　偉詮電群益3A購01
1329,030283　裕民群益44購01
1330,030284　漢翔群益44購01
1331,030285　元大金群益44購01
1332,030286　永豐金群益44購01
1333,030287　嘉晶群益3C購01
1334,030288　弘憶股群益3A購02
1335,030289　辛耘群益3B購06
1336,03028P　電子類群益3C售11
1337,03028X　元展25
1338,030290　上緯控群益44購01
1339,030291　立積群益44購01
1340,030292　彩晶群益3B購02
1341,030293　同欣電群益3A購02
1342,030294　矽力群益46購01
1343,030295　保瑞群益3A購05
1344,030296　達發群益3A購04
1345,030297　愛普群益3A購08
1346,030298　力智群益44購01
1347,030299　力智群益44購02
1348,03029P　電子類群益3C售12
1349,03029X　元展26
1350,030300　天虹群益42購01
1351,030301　昇陽半群益3C購01
1352,030302　華東群益3C購02
1353,030303　台灣50元大3B購03
1354,030304　台灣50元大3B購04
1355,030305　台灣50元大3B購05
1356,030306　T50反1元大44購01
1357,030307　滬深2X元大3A購09
1358,030308　滬深2X元大3C購03
1359,030309　群高息元大3A購03
1360,03030P　台灣50中信42售02
1361,030310　東元元大3A購06
1362,030311　東元元大41購01
1363,030312　華新元大3A購12
1364,030313　大亞元大3A購11
1365,030314　宏泰元大3A購04
1366,030315　大山元大3A購02
1367,030316　合機元大41購02
1368,030317　美時元大3A購14
1369,030318　美時元大3A購15
1370,030319　美時元大3A購16
1371,03031P　臺股指中信3C售10
1372,030320　裕隆元大3A購02
1373,030321　裕隆元大3A購03
1374,030322　鴻海元大3A購32
1375,030323　鴻海元大3A購33
1376,030324　鴻海元大3A購34
1377,030325　國巨元大3A購16
1378,030326　國巨元大3A購17
1379,030327　台積電元大3A購35
1380,030328　台積電元大3A購36
1381,030329　台積電元大3A購37
1382,03032P　台灣50富邦43售07
1383,030330　華邦電元大3B購02
1384,030331　海悅元大3A購02
1385,030332　宏碁元大3B購01
1386,030333　華碩元大3A購04
1387,030334　華碩元大3A購05
1388,030335　華碩元大3C購01
1389,030336　大同元大3A購17
1390,030337　大同元大3A購18
1391,030338　大同元大3A購19
1392,030339　億光元大3A購04
1393,03033P　鴻海富邦3C售10
1394,030340　南亞科元大3A購06
1395,030341　南亞科元大3A購07
1396,030342　鉅祥元大3B購01
1397,030343　華立元大3A購04
1398,030344　蔚華科元大3A購02
1399,030345　創意元大3A購09
1400,030346　創意元大3A購10
1401,030347　創意元大3A購11
1402,030348　辛耘元大3A購09
1403,030349　辛耘元大3A購10
1404,03034P　滬深2X凱基41售04
1405,030350　辛耘元大3A購11
1406,030351　瑞智元大3A購02
1407,030352　崇越元大3A購04
1408,030353　帆宣元大3A購04
1409,030354　矽力元大3B購01
1410,030355　保瑞元大3A購11
1411,030356　保瑞元大3A購12
1412,030357　保瑞元大3A購13
1413,030358　晶碩元大3A購02
1414,030359　嘉基元大3B購01
1415,03035P　台積電凱基41售25
1416,03035X　元展32
1417,030360　力智元大3A購03
1418,030361　華東元大3A購03
1419,030362　至上元大3A購09
1420,030363　勤誠元大3A購07
1421,030364　電子類元大3A購10
1422,030365　電子類元大3A購11
1423,030366　電子類元大3C購03
1424,030367　群高息富邦3C購02
1425,030368　大亞富邦44購01
1426,030369　大同富邦44購01
1427,03036P　台積電凱基41售26
1428,030370　華新兆豐3B購02
1429,030371　大同兆豐3A購02
1430,030372　牧德兆豐3C購02
1431,030373　辛耘兆豐44購02
1432,030374　聯發科國泰3C購04
1433,030375　志聖國泰3C購01
1434,030376　大立光國泰3C購02
1435,030377　華立國泰3C購01
1436,030378　辛耘國泰3C購02
1437,030379　康舒國泰3C購02
1438,03037P　台積電凱基42售11
1439,030380　緯穎國泰3C購03
1440,030381　中石化國票3B購01
1441,030382　和大國票3B購02
1442,030383　華新國票3A購01
1443,030384　華新國票3A購02
1444,030385　華新國票3B購01
1445,030386　大亞國票3B購02
1446,030387　大山國票3A購02
1447,030388　大山國票3C購01
1448,030389　正崴國票3B購01
1449,03038P　臺股指凱基3C售44
1450,03038X　元展35
1451,030390　億光國票3A購01
1452,030391　國產國票3A購01
1453,030392　冠德國票3B購02
1454,030393　華固國票41購01
1455,030394　亞航國票3A購01
1456,030395　亞航國票3B購01
1457,030396　亞航國票3C購01
1458,030397　奇鋐國票3B購04
1459,030398　玉晶光國票3B購01
1460,030399　新唐國票48購01
1461,03039P　臺股指凱基3C售45
1462,03039X　元展36
1463,030400　帆宣國票42購01
1464,030401　盛群國票3B購01
1465,030402　上証2X中信3A購01
1466,030403　滬深2X中信3A購01
1467,030404　S&P500中信3A購01
1468,030405　華新中信3B購01
1469,030406　長榮鋼中信3A購01
1470,030407　台積電中信3B購06
1471,030408　飛宏中信3A購01
1472,030409　國產中信3A購01
1473,03040P　臺股指凱基3C售46
1474,030410　勤誠中信3C購01
1475,030411　台汽電中信3A購01
1476,030412　滬深2X永豐3A購06
1477,030413　滬深2X永豐3B購03
1478,030414　大亞永豐3A購04
1479,030415　美時永豐3A購04
1480,030416　川湖永豐3C購06
1481,030417　鴻海永豐3C購06
1482,030418　鴻海永豐41購04
1483,030419　台積電永豐3A購07
1484,03041P　台灣50台新3C售02
1485,030420　智邦永豐3B購01
1486,030421　海悅永豐3A購02
1487,030422　金像電永豐3A購02
1488,030423　一詮永豐3B購02
1489,030424　國產永豐3A購03
1490,030425　冠德永豐3A購01
1491,030426　華固永豐3B購01
1492,030427　奇鋐永豐3A購09
1493,030428　奇鋐永豐44購02
1494,030429　瑞智永豐3A購02
1495,03042P　世芯群益3C售05
1496,030430　盛群永豐3C購01
1497,030431　大亞台新3A購02
1498,030432　奇鋐台新3A購02
1499,030433　華新統一44購03
1500,030434　華新統一44購04
1501,030435　中華統一44購02
1502,030436　台達電統一46購02
1503,030437　鴻海統一46購14
1504,030438　鴻海統一48購03
1505,030439　台積電統一54購01
1506,03043P　中砂國票41售02
1507,030440　智邦統一44購01
1508,030441　海悅統一48購01
1509,030442　大同統一48購03
1510,030443　南亞科統一45購01
1511,030444　聯發科統一48購01
1512,030445　志聖統一43購02
1513,030446　志聖統一44購03
1514,030447　一詮統一44購02
1515,030448　一詮統一44購03
1516,030449　一詮統一45購01
1517,03044P　聯電國票41售02
1518,030450　一詮統一47購01
1519,030451　一詮統一47購02
1520,030452　國產統一47購01
1521,030453　冠德統一47購01
1522,030454　華固統一47購01
1523,030455　陽明統一44購03
1524,030456　萬海統一44購02
1525,030457　奇鋐統一44購05
1526,030458　奇鋐統一47購01
1527,030459　欣興統一44購02
1528,03045P　臺股指國票3C售06
1529,030460　嘉澤統一44購05
1530,030461　碩天統一44購03
1531,030462　日月光統一44購02
1532,030463　崇越統一44購02
1533,030464　達發統一43購01
1534,030465　達發統一44購02
1535,030466　達發統一44購03
1536,030467　至上統一44購04
1537,030468　T50反1元富3A購01
1538,030469　中石化元富3A購01
1539,03046P　臺股指國票41售02
1540,030470　東元元富3A購01
1541,030471　大亞元富3B購03
1542,030472　台達電元富3A購03
1543,030473　精英元富3A購01
1544,030474　精英元富3A購02
1545,030475　大同元富3A購07
1546,030476　大同元富41購02
1547,030477　大同元富44購01
1548,030478　欣興元富3B購02
1549,030479　弘憶股元富3A購01
1550,03047P　T50正2元大41售05
1551,03047X　元展44
1552,030480　辛耘元富3A購05
1553,030481　樺漢元富3A購01
1554,030482　緯穎元富3A購03
1555,030483　台灣50凱基3B購08
1556,030484　T50反1凱基44購01
1557,030485　滬深2X凱基3C購02
1558,030486　東元凱基3A購06
1559,030487　東元凱基3C購01
1560,030488　中宇凱基42購01
1561,030489　華電凱基44購01
1562,03048P　宏碁元大3C售22
1563,030490　華榮凱基44購01
1564,030491　大亞凱基47購01
1565,030492　大亞凱基47購02
1566,030493　大亞凱基4C購01
1567,030494　大亞凱基4C購02
1568,030495　宏泰凱基3A購01
1569,030496　宏泰凱基3C購01
1570,030497　宏泰凱基42購01
1571,030498　大山凱基3A購03
1572,030499　川湖凱基42購02
1573,03049P　晶碩元大3C售01
1574,03049X　元展46
1575,030500　川湖凱基42購03
1576,030501　台積電凱基3A購28
1577,030502　台積電凱基3C購13
1578,030503　台積電凱基42購08
1579,030504　海悅凱基43購01
1580,030505　大同凱基4C購01
1581,030506　大同凱基4C購02
1582,030507　大同凱基4C購03
1583,030508　億光凱基3A購02
1584,030509　國產凱基3B購01
1585,03050P　世紀鋼元大3C售26
1586,03050X　元展47
1587,030510　冠德凱基3A購02
1588,030511　華固凱基3B購01
1589,030512　長榮凱基3C購07
1590,030513　亞航凱基3A購01
1591,030514　漢翔凱基44購01
1592,030515　玉山金凱基42購01
1593,030516　新光金凱基3C購01
1594,030517　華立凱基3C購02
1595,030518　奇鋐凱基41購04
1596,030519　奇鋐凱基44購02
1597,03051P　臺股指法興42售03
1598,030520　德律凱基43購01
1599,030521　欣興凱基3C購01
1600,030522　蔚華科凱基3A購03
1601,030523　京鼎凱基3B購04
1602,030524　嘉澤凱基3B購02
1603,030525　辛耘凱基3A購06
1604,030526　上緯控凱基44購01
1605,030527　崇越凱基3A購04
1606,030528　隆大凱基3A購01
1607,030529　樺漢凱基3B購04
1608,03052P　臺股指法興42售04
1609,03052X　元展49
1610,030530　達發凱基3A購04
1611,030531　達發凱基3C購02
1612,030532　視陽凱基3A購03
1613,030533　天虹凱基42購01
1614,030534　至上凱基3A購04
1615,030535　台汽電凱基3C購01
1616,030536　電子類凱基3A購04
1617,030537　電子類凱基41購01
1618,030538　上証2X元大3B購03
1619,030539　上証2X元大41購02
1620,03053P　臺股指法興42售05
1621,030540　東元元大3A購07
1622,030541　東元元大3A購08
1623,030542　和大元大3A購02
1624,030543　華電元大3A購03
1625,030544　華榮元大3A購08
1626,030545　大亞元大3A購12
1627,030546　大亞元大3C購04
1628,030547　大亞元大41購01
1629,030548　美時元大3A購17
1630,030549　鴻海元大3B購11
1631,03054P　臺股指法興42售06
1632,030550　鴻海元大3B購12
1633,030551　鴻海元大3B購13
1634,030552　國巨元大3A購18
1635,030553　國巨元大3A購19
1636,030554　華泰元大3A購08
1637,030555　華泰元大3A購09
1638,030556　華泰元大41購01
1639,030557　台積電元大3A購38
1640,030558　台積電元大3B購06
1641,030559　台積電元大41購14
1642,03055P　臺股指法興42售07
1643,030560　海悅元大3A購03
1644,030561　宏碁元大3A購02
1645,030562　宏碁元大41購01
1646,030563　敬鵬元大3A購02
1647,030564　金像電元大3B購01
1648,030565　大同元大3A購20
1649,030566　大同元大3C購03
1650,030567　大同元大41購05
1651,030568　微星元大3A購01
1652,030569　微星元大3A購02
1653,03056P　臺股指富邦3C售14
1654,03056T　技嘉群益38售04
1655,030570　一詮元大3A購04
1656,030571　一詮元大3A購05
1657,030572　一詮元大41購01
1658,030573　亞航元大3A購04
1659,030574　晶豪科元大3A購05
1660,030575　華立元大3A購05
1661,030576　辛耘元大3B購03
1662,030577　辛耘元大41購01
1663,030578　辛耘元大44購01
1664,030579　健策元大3A購03
1665,03057P　臺股指富邦42售11
1666,030580　臻鼎元大3A購05
1667,030581　崇越元大3A購05
1668,030582　崇越元大3A購06
1669,030583　聯茂元大3A購06
1670,030584　樺漢元大3B購05
1671,030585　矽力元大3B購02
1672,030586　迅得元大3A購04
1673,030587　保瑞元大3A購14
1674,030588　保瑞元大3A購15
1675,030589　保瑞元大3B購03
1676,03058P　臺股指中信3C售12
1677,030590　力智元大3A購04
1678,030591　昇陽半元大3A購01
1679,030592　勤誠元大3A購08
1680,030593　勤誠元大41購01
1681,030594　台汽電元大3A購01
1682,030595　東元群益3A購05
1683,030596　華電群益44購01
1684,030597　華榮群益44購01
1685,030598　大亞群益3A購06
1686,030599　宏泰群益42購01
1687,03059P　T50正2永豐3C售02
1688,030600　第一銅群益3A購03
1689,030601　川湖群益3A購10
1690,030602　三陽群益3A購02
1691,030603　長榮鋼群益3C購02
1692,030604　台達電群益42購03
1693,030605　華通群益3A購09
1694,030606　鴻準群益3A購02
1695,030607　大同群益3A購06
1696,030608　大同群益3C購02
1697,030609　大同群益3C購03
1698,03060P　台灣50元富3C售08
1699,03060X　元展55
1700,030610　台光電群益3A購06
1701,030611　飛宏群益3B購02
1702,030612　一詮群益3C購03
1703,030613　國產群益3C購01
1704,030614　冠德群益3A購02
1705,030615　冠德群益3B購01
1706,030616　冠德群益3C購01
1707,030617　華固群益3A購01
1708,030618　華固群益3C購01
1709,030619　慧洋群益43購01
1710,03061P　台灣50元富3C售09
1711,030620　大立光群益3A購05
1712,030621　奇鋐群益3A購11
1713,030622　緯創群益3C購10
1714,030623　弘憶股群益3C購01
1715,030624　京鼎群益3B購02
1716,030625　創意群益3A購17
1717,030626　辛耘群益3A購07
1718,030627　辛耘群益3B購07
1719,030628　洋華群益3B購01
1720,030629　上緯控群益44購02
1721,03062P　台灣50國票3C售02
1722,030630　定穎控群益3A購03
1723,030631　瑞智群益3A購01
1724,030632　材料群益3A購12
1725,030633　新唐群益3C購01
1726,030634　天鈺群益3A購05
1727,030635　崇越群益3C購01
1728,030636　隆大群益3A購01
1729,030637　聯茂群益3C購03
1730,030638　緯穎群益3A購12
1731,030639　勤誠群益3A購04
1732,03063P　T50正2國票41售02
1733,030640　世紀鋼群益3C購04
1734,030641　力積電中信3A購01
1735,030642　光寶科永豐3B購02
1736,030643　台積電永豐42購03
1737,030644　台積電永豐42購04
1738,030645　大同永豐3A購07
1739,030646　一詮永豐3C購01
1740,030647　信邦永豐3A購02
1741,030648　牧德永豐3B購02
1742,030649　辛耘永豐3A購05
1743,03064P　台積電國票3C售06
1744,030650　日月光永豐42購01
1745,030651　台積電凱基3B購01
1746,030652　金像電兆豐44購01
1747,030653　勤美國泰3C購01
1748,030654　光寶科國泰3C購02
1749,030655　台積電國泰3C購06
1750,030656　台積電國泰3C購07
1751,030657　海悅國泰3C購01
